OID_,FID_1,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Are,Shape__Len,DEM_min,DEM_mean,DEM_max,DEM_std,FloAc_rang,FloAc_mean,FloAc_std,FlowAc_max,Haz_major,Haz_max,FloDir_maj,FloDir_mea,FloDir_std,2010_POP,2015_POP,2021_POP
94,94,48,201,532400,48201532400,5324.0,Census Tract 5324,G5020,S,4650789,37967,29.8697003,-95.5046102,6256738.04296875,15081.8624422785,19,25.8360004,29.0,1.51474,6102.0,29.6364002,185.5910034,6102.0,1.0,2.0,64.0,40.8998985,50.5508003,5250.0,6602.0,3816.0
95,95,48,201,452900,48201452900,4529.0,Census Tract 4529,G5020,S,1314494,727,29.6969118,-95.5923358,1748985.71484375,5612.08622468474,19,22.7171001,24.0,0.5621,4890.0,28.6511993,162.1089935,4890.0,0.0,0.0,64.0,33.7706985,39.0531998,3797.0,3986.0,3819.0
96,96,48,201,453100,48201453100,4531.0,Census Tract 4531,G5020,S,2215610,4199,29.6999533,-95.5668326,2951921.88671875,6920.05062415192,13,19.2698002,28.0,3.2722001,6142.0,45.8376999,305.9349976,6142.0,1.0,2.0,4.0,51.0971985,74.1673965,3352.0,4563.0,3167.0
97,97,48,201,530600,48201530600,5306.0,Census Tract 5306,G5020,S,3091521,0,29.8313304,-95.405205,4122088.4609375,10734.5474784741,16,21.0214005,23.0,1.15633,2570.0,23.2964993,100.6930008,2570.0,1.0,1.0,1.0,20.6196995,40.6223984,3121.0,2724.0,4777.0
98,98,48,201,453300,48201453300,4533.0,Census Tract 4533,G5020,S,2049385,0,29.6641983,-95.5651337,2723542.48046875,7638.120432814589,19,23.2523994,31.0,0.859301,4144.0,25.1233997,160.9429932,4144.0,1.0,1.0,4.0,35.2574005,49.1819992,3539.0,4969.0,2473.0
99,99,48,201,511600,48201511600,5116.0,Census Tract 5116,G5020,S,1949457,0,29.8030113,-95.3770418,2597844.30859375,7446.555289976469,7,15.9031,26.0,1.50493,5352.0,36.8120003,190.2649994,5352.0,2.0,2.0,1.0,27.6865005,41.0942001,4619.0,4012.0,2769.0
100,100,48,201,520100,48201520100,5201.0,Census Tract 5201,G5020,S,2951370,0,29.7922757,-95.4604356,3932178.3710937505,8223.22063100229,15,20.5046997,27.0,0.713014,6805.0,35.6927986,211.8809967,6805.0,0.0,0.0,4.0,17.7152004,33.2164993,2175.0,4605.0,1948.0
101,101,48,201,453800,48201453800,4538.0,Census Tract 4538,G5020,S,1835937,3066,29.6712054,-95.6089906,2444290.73046875,8609.54273364998,21,25.1389999,27.0,0.819956,5932.0,32.4053993,206.302002,5932.0,1.0,1.0,4.0,35.9970016,53.1043015,4069.0,3724.0,3062.0
102,102,48,201,454000,48201454000,4540.0,Census Tract 4540,G5020,S,2085454,4842,29.6946956,-95.6510084,2779659.35546875,7780.6815136655,23,26.8502998,29.0,0.764602,1481.0,19.3351994,85.5671997,1481.0,1.0,1.0,64.0,37.8660011,42.9772987,4823.0,3081.0,4225.0
103,103,48,201,520200,48201520200,5202.0,Census Tract 5202,G5020,S,1882350,0,29.789358,-95.476561,2507754.6796875,6431.21803303588,19,20.6000004,27.0,0.692692,3251.0,35.1389999,187.6869965,3251.0,0.0,0.0,16.0,23.5762997,33.4892006,3212.0,3918.0,7109.0
104,104,48,201,520700,48201520700,5207.0,Census Tract 5207,G5020,S,1967009,0,29.7993191,-95.4967336,2621057.1796875,7475.49280781694,16,21.9400997,24.0,1.05286,13813.0,72.3363037,535.6079712,13813.0,0.0,0.0,4.0,13.2234001,25.6147995,4042.0,3803.0,3761.0
105,105,48,201,454100,48201454100,4541.0,Census Tract 4541,G5020,S,1732675,6693,29.7046309,-95.6531591,2313425.87109375,6501.42000629783,20,25.5681,33.0,0.799934,5002.0,60.8656998,321.0379944,5002.0,1.0,1.0,64.0,32.2392998,38.4688988,3328.0,1819.0,3826.0
106,106,48,201,454200,48201454200,4542.0,Census Tract 4542,G5020,S,1462709,0,29.7051834,-95.6694725,1945445.25390625,6702.529404163,23,27.5147991,34.0,1.00133,2787.0,19.9389,100.5169983,2787.0,1.0,1.0,4.0,33.7084007,54.0654984,4509.0,4149.0,5788.0
107,107,48,201,521000,48201521000,5210.0,Census Tract 5210,G5020,S,1178552,0,29.7943621,-95.5176361,1570275.89453125,6800.78782190908,20,23.4265995,31.0,0.857334,4967.0,31.7481003,158.6880035,4967.0,1.0,1.0,4.0,20.0977001,37.1365013,2611.0,9382.0,7816.0
108,108,48,201,521100,48201521100,5211.0,Census Tract 5211,G5020,S,597859,0,29.8017669,-95.5197006,796690.3632812499,4284.72471019504,21,24.8167,26.0,0.5931,2870.0,22.7691994,109.0130005,2870.0,0.0,0.0,1.0,40.5214005,48.4304008,2402.0,8194.0,1571.0
109,109,48,201,521300,48201521300,5213.0,Census Tract 5213,G5020,S,2916202,43463,29.81656,-95.5118968,3945074.3867187505,8679.55116213029,23,25.0,27.0,0.824311,2527.0,20.6333008,90.8496017,2527.0,1.0,1.0,1.0,33.1663017,47.7907982,5521.0,3417.0,2589.0
110,110,48,201,521600,48201521600,5216.0,Census Tract 5216,G5020,S,6674856,5435,29.8431718,-95.5325591,8909144.921875,14029.578435683,23,27.9260998,31.0,1.30379,2748.0,19.5503006,100.0899963,2748.0,1.0,2.0,1.0,28.0965996,43.9602013,3235.0,3671.0,2218.0
111,111,48,201,454600,48201454600,4546.0,Census Tract 4546,G5020,S,3444665,0,29.7804684,-95.7356985,4588327.96484375,10019.1534674895,29,36.7868004,45.0,1.65459,6107.0,23.2294998,150.3840027,6107.0,0.0,0.0,4.0,21.5802994,37.743,3927.0,7844.0,3028.0
112,112,48,201,454700,48201454700,4547.0,Census Tract 4547,G5020,S,3430324,62034,29.7652693,-95.7249311,4650555.86328125,8722.928990006238,26,33.3662987,36.0,1.24535,13362.0,50.8419991,452.0809937,13362.0,0.0,0.0,1.0,28.7712002,43.0758018,6958.0,4226.0,1343.0
113,113,48,201,550500,48201550500,5505.0,Census Tract 5505,G5020,S,4375271,2460,29.9526294,-95.4466086,5851116.625,10896.3423687032,23,30.2773991,37.0,0.879934,2823.0,19.2096996,98.5503006,2823.0,1.0,1.0,4.0,26.6166992,42.7122002,4283.0,5640.0,8215.0
114,114,48,201,550700,48201550700,5507.0,Census Tract 5507,G5020,S,6062563,12460,29.9427007,-95.496592,8118046.101562499,17855.3117509206,26,32.7682991,41.0,1.70665,3355.0,20.6863003,124.2350006,3355.0,1.0,1.0,64.0,43.9542007,58.4081993,2832.0,3558.0,3515.0
115,115,48,201,550800,48201550800,5508.0,Census Tract 5508,G5020,S,1990352,10582,29.9509869,-95.4761029,2674269.40625,7820.599038867619,26,31.5440998,33.0,0.971786,5008.0,41.7024002,238.7480011,5008.0,1.0,1.0,4.0,15.8563004,31.9962006,2804.0,3011.0,3737.0
116,116,48,201,540800,48201540800,5408.0,Census Tract 5408,G5020,S,9594713,30791,29.8880933,-95.6022229,12849536.1210938,17559.6410507668,26,35.7859001,40.0,1.30258,4210.0,20.8201008,102.7689972,4210.0,1.0,1.0,1.0,32.1292992,46.8596992,7708.0,2461.0,4122.0
117,117,48,201,312700,48201312700,3127.0,Census Tract 3127,G5020,S,862849,0,29.7267574,-95.3682096,1148108.32421875,4488.19362647722,12,13.3698997,20.0,1.3483,2282.0,18.3647995,104.9410019,2282.0,0.0,0.0,64.0,31.5482998,37.5486984,2115.0,7640.0,2814.0
118,118,48,201,312800,48201312800,3128.0,Census Tract 3128,G5020,S,934883,0,29.7219583,-95.3579408,1243832.0703125,4630.025582655369,11,12.5235004,14.0,0.543689,2560.0,14.9603004,73.2098999,2560.0,0.0,0.0,1.0,27.6457005,41.2141991,2659.0,3729.0,5254.0
119,119,48,201,313300,48201313300,3133.0,Census Tract 3133,G5020,S,2269865,18103,29.7045424,-95.3355622,3043023.5625,7695.77453339646,0,10.7924995,21.0,1.4299901,10676.0,38.3508987,331.2860107,10676.0,1.0,2.0,4.0,29.4295998,37.089901,2413.0,3813.0,6687.0
120,120,48,201,323900,48201323900,3239.0,Census Tract 3239,G5020,S,2837461,1934,29.6744801,-95.1649829,3774128.046875,8000.44522845238,8,10.8537998,17.0,0.641785,5340.0,24.3162994,172.4120026,5340.0,0.0,0.0,64.0,29.7614002,39.6371002,3487.0,4054.0,2745.0
121,121,48,201,324000,48201324000,3240.0,Census Tract 3240,G5020,S,7924825,57452,29.6526201,-95.1668761,10603455.203125,19381.3196071081,0,10.6857004,36.0,2.84675,2497.0,16.1961002,78.2089005,2497.0,1.0,1.0,1.0,35.7759018,53.0988998,5677.0,4803.0,10401.0
122,122,48,201,330200,48201330200,3302.0,Census Tract 3302,G5020,S,4370699,13033,29.6346785,-95.4536495,5822918.83203125,10199.0860124682,15,18.2796001,25.0,0.836891,3845.0,23.9136009,141.5130005,3845.0,0.0,0.0,1.0,21.8022995,40.4780998,3117.0,4833.0,3818.0
123,123,48,201,330400,48201330400,3304.0,Census Tract 3304,G5020,S,4349755,24243,29.6160441,-95.4544704,5807435.82421875,9714.72866458056,10,16.6469002,26.0,1.24946,6830.0,34.3727989,209.2779999,6830.0,1.0,2.0,64.0,30.7157993,39.7447014,4632.0,9084.0,6590.0
124,124,48,201,330500,48201330500,3305.0,Census Tract 3305,G5020,S,2710372,23312,29.6225436,-95.4304614,3630055.7734375,9298.558620647362,9,15.3902998,21.0,1.18437,4444.0,29.1023998,184.1569977,4444.0,1.0,2.0,4.0,20.6459007,37.2789001,4310.0,17030.0,6100.0
125,125,48,201,522101,48201522101,5221.01,Census Tract 5221.01,G5020,S,896701,0,29.8176644,-95.5410479,1195292.23828125,4409.11514147323,26,27.7798004,29.0,0.55962,938.0,13.2306995,50.7659988,938.0,0.0,0.0,1.0,28.5146008,45.0514984,,,
126,126,48,201,350202,48201350202,3502.02,Census Tract 3502.02,G5020,S,1868920,0,29.5954032,-95.2383815,2480368.75,7394.57803264876,7,11.5407,20.0,1.16509,5481.0,39.2463989,269.7420044,5481.0,1.0,1.0,1.0,38.9497986,49.709301,,,
127,127,48,201,350201,48201350201,3502.01,Census Tract 3502.01,G5020,S,1662696,0,29.5947429,-95.225701,2206641.75,7214.764401619099,6,10.1166,18.0,0.885399,1372.0,17.4249992,77.3921967,1372.0,1.0,1.0,1.0,39.7444,54.0315018,,,
128,128,48,201,321101,48201321101,3211.01,Census Tract 3211.01,G5020,S,2964608,15369,29.617103,-95.2057141,3956562.8789062495,8431.56224871869,7,11.2013998,19.0,1.22799,2850.0,20.4143009,121.9110031,2850.0,1.0,1.0,4.0,25.2935009,46.5349007,,,
129,129,48,201,453405,48201453405,4534.05,Census Tract 4534.05,G5020,S,1262797,0,29.6669379,-95.5735673,1678297.578125,5510.91952380306,23,24.3339005,26.0,0.513394,1806.0,22.7917995,107.7220001,1806.0,1.0,1.0,1.0,26.8999996,43.4348984,,,
130,130,48,201,453404,48201453404,4534.04,Census Tract 4534.04,G5020,S,1144165,0,29.6645122,-95.5789767,1520556.09765625,7346.85122784583,19,24.3230991,29.0,0.948798,3875.0,29.4389,202.7689972,3875.0,0.0,0.0,4.0,27.593399,42.3460007,,,
131,131,48,201,453702,48201453702,4537.02,Census Tract 4537.02,G5020,S,1009843,0,29.6832755,-95.599648,1342552.01953125,4842.27427108667,21,24.2124004,25.0,0.67917,2253.0,25.9424992,122.9369965,2253.0,0.0,0.0,64.0,40.5766983,45.6363983,,,
132,132,48,201,453604,48201453604,4536.04,Census Tract 4536.04,G5020,S,1185796,0,29.6792631,-95.5813011,1576342.15234375,5842.29699801108,19,24.0002995,26.0,0.918355,3483.0,25.9379997,124.822998,3483.0,1.0,1.0,64.0,42.9519997,43.8779984,,,
133,133,48,201,455103,48201455103,4551.03,Census Tract 4551.03,G5020,S,1477048,0,29.7629255,-95.7590016,1966762.41015625,7116.0019331089,35,36.7136993,38.0,0.797247,5166.0,37.2737999,211.7519989,5166.0,0.0,0.0,4.0,22.5070992,39.1603012,,,
134,134,48,201,455104,48201455104,4551.04,Census Tract 4551.04,G5020,S,1255048,0,29.7712949,-95.7603187,1671436.55078125,5847.59280332774,33,37.6739006,40.0,0.825992,10813.0,65.9842987,548.8800049,10813.0,0.0,0.0,4.0,22.3456993,36.1757011,,,
135,135,48,201,433601,48201433601,4336.01,Census Tract 4336.01,G5020,S,665081,0,29.6671512,-95.5557475,883915.2617187501,4064.33763606732,18,22.0256004,29.0,0.857648,2216.0,16.2516994,84.2292023,2216.0,1.0,1.0,64.0,37.1081009,47.3124008,,,
136,136,48,201,453603,48201453603,4536.03,Census Tract 4536.03,G5020,S,1372897,0,29.6837842,-95.57659,1825224.48828125,8014.262227723779,19,22.4398003,27.0,0.875069,2331.0,17.4244995,115.5459976,2331.0,1.0,1.0,64.0,40.479599,47.6169014,,,
137,137,48,201,432806,48201432806,4328.06,Census Tract 4328.06,G5020,S,414295,0,29.7110597,-95.5124738,551089.41015625,3335.5968278776,19,20.2509995,21.0,0.438808,2222.0,31.9300995,120.697998,2222.0,0.0,0.0,64.0,39.8484993,34.2868996,,,
138,138,48,201,432805,48201432805,4328.05,Census Tract 4328.05,G5020,S,880828,0,29.7068143,-95.5169389,1171566.60546875,4890.48328410916,19,20.5846004,26.0,0.5774,3260.0,26.6994991,112.163002,3260.0,0.0,0.0,64.0,31.8787003,38.7341995,,,
139,139,48,201,454802,48201454802,4548.02,Census Tract 4548.02,G5020,S,1696534,0,29.7637449,-95.7442006,2259054.80078125,6856.77626705645,30,34.8624992,38.0,1.12571,3172.0,36.3614998,175.7449951,3172.0,0.0,0.0,4.0,17.3038998,32.0270004,,,
140,140,48,201,433505,48201433505,4335.05,Census Tract 4335.05,G5020,S,198873,0,29.6832627,-95.5531423,264394.49609375,2531.3116598280094,18,20.6170006,21.0,0.501169,526.0,12.8423996,50.7647018,526.0,1.0,1.0,1.0,33.6637001,39.462101,,,
141,141,48,201,432803,48201432803,4328.03,Census Tract 4328.03,G5020,S,324249,0,29.715307,-95.5169058,431347.58984375,2724.6749460558494,19,20.2105999,21.0,0.411685,563.0,11.6192999,32.7841988,563.0,0.0,0.0,4.0,24.4125996,34.0570984,,,
142,142,48,201,432904,48201432904,4329.04,Census Tract 4329.04,G5020,S,1120194,17875,29.7107157,-95.5306045,1513801.12890625,5861.24470437662,19,20.8493004,22.0,0.418458,2379.0,23.1326008,134.6239929,2379.0,0.0,0.0,1.0,28.7383995,41.0607986,,,
143,143,48,201,453701,48201453701,4537.01,Census Tract 4537.01,G5020,S,1323936,0,29.6827449,-95.6094176,1760097.2734375,5969.17350768759,23,25.4447994,27.0,0.565629,2571.0,23.9186001,103.1880035,2571.0,1.0,1.0,1.0,32.0075989,44.0247993,,,
144,144,48,201,450301,48201450301,4503.01,Census Tract 4503.01,G5020,S,989739,0,29.7751728,-95.5943455,1318204.76953125,5420.2024905204,24,25.9165993,27.0,0.634448,4487.0,35.8065987,175.8350067,4487.0,0.0,0.0,4.0,13.2333002,27.1676006,,,
145,145,48,201,450302,48201450302,4503.02,Census Tract 4503.02,G5020,S,1582602,0,29.7790403,-95.6007307,2107981.8515625,7375.06202787867,22,26.8269997,36.0,1.10759,2427.0,26.8001003,151.9589996,2427.0,0.0,0.0,4.0,28.4771004,51.3096008,,,
146,146,48,201,433504,48201433504,4335.04,Census Tract 4335.04,G5020,S,914515,20165,29.6786913,-95.5464467,1242518.6953125,6259.19018264385,12,20.1128006,26.0,1.47822,2684.0,36.259201,195.5820007,2684.0,1.0,1.0,64.0,41.9370995,45.0564995,,,
147,147,48,201,433507,48201433507,4335.07,Census Tract 4335.07,G5020,S,475206,0,29.6792534,-95.5571892,631714.19921875,4423.6826820369,18,21.5821991,29.0,0.967781,1610.0,14.2282,62.7719002,1610.0,1.0,1.0,1.0,31.5046005,42.0453987,,,
148,148,48,201,453002,48201453002,4530.02,Census Tract 4530.02,G5020,S,2054729,567,29.696659,-95.580959,2733114.05078125,6770.68369850251,18,22.0039997,23.0,0.471333,4389.0,24.1397991,156.5059967,4389.0,0.0,0.0,1.0,31.4876995,43.0283012,,,
149,149,48,201,451605,48201451605,4516.05,Census Tract 4516.05,G5020,S,879832,0,29.7474047,-95.6270511,1171175.79296875,6918.31036857483,24,26.1734009,28.0,0.804073,2494.0,20.5657005,117.9029999,2494.0,0.0,0.0,1.0,25.4248009,45.6649017,,,
150,150,48,201,451606,48201451606,4516.06,Census Tract 4516.06,G5020,S,3390658,1541,29.7444334,-95.6370778,4515293.53515625,9058.658269488578,22,26.0683994,32.0,1.10124,2834.0,23.2061996,139.5930023,2834.0,1.0,1.0,1.0,33.3650017,52.7902985,,,
151,151,48,201,550305,48201550305,5503.05,Census Tract 5503.05,G5020,S,2386936,5561,30.004621,-95.4359881,3201067.91796875,7685.94030891691,30,33.0410004,36.0,0.523516,5507.0,18.2653008,113.3600006,5507.0,1.0,1.0,4.0,27.1049995,46.6362,,,
152,152,48,201,453001,48201453001,4530.01,Census Tract 4530.01,G5020,S,684513,100,29.6956307,-95.5735062,910392.7929687501,4991.06738935496,16,21.6704998,23.0,0.702771,1294.0,23.7252998,85.0102005,1294.0,0.0,0.0,64.0,29.6613007,38.4598007,,,
153,153,48,201,433503,48201433503,4335.03,Census Tract 4335.03,G5020,S,311339,3550,29.6868141,-95.5554093,418667.79296875,2799.7361619457,13,20.3724003,28.0,1.67787,2693.0,36.0077019,193.6269989,2693.0,0.0,0.0,1.0,29.7898998,47.1977005,,,
154,154,48,201,432502,48201432502,4325.02,Census Tract 4325.02,G5020,S,744843,0,29.7249143,-95.5248404,991051.2460937501,3992.1968868414097,20,20.8829994,26.0,0.438103,872.0,16.4454002,55.8146019,872.0,0.0,0.0,1.0,20.4867001,34.3844986,,,
155,155,48,201,454901,48201454901,4549.01,Census Tract 4549.01,G5020,S,1073874,0,29.7532214,-95.7296887,1429638.046875,4771.60934955342,30,32.3431015,34.0,0.705289,1861.0,28.9783001,140.7070007,1861.0,0.0,0.0,4.0,20.4279003,32.4137993,,,
156,156,48,201,330600,48201330600,3306.0,Census Tract 3306,G5020,S,3687010,20811,29.6122756,-95.4336038,4922584.03125,9376.60392715424,9,15.9160995,19.0,1.05327,3663.0,28.2157001,159.4909973,3663.0,1.0,1.0,64.0,36.2291985,40.7192993,6867.0,6845.0,1692.0
157,157,48,201,330700,48201330700,3307.0,Census Tract 3307,G5020,S,6133032,93084,29.5978578,-95.4428953,8263523.97265625,12919.204605941,5,17.7838993,26.0,2.1877999,4300.0,25.5102997,149.5820007,4300.0,1.0,1.0,64.0,33.5836983,41.7689018,7857.0,12217.0,3323.0
158,158,48,201,320500,48201320500,3205.0,Census Tract 3205,G5020,S,5533908,277393,29.6991881,-95.2440992,7728227.375,13526.7358111464,0,8.5373697,16.0,2.39134,73204.0,219.7910004,3520.2399902,73204.0,1.0,1.0,16.0,35.5441017,56.721199,4890.0,5062.0,4881.0
159,159,48,201,320700,48201320700,3207.0,Census Tract 3207,G5020,S,3444020,7637,29.6713783,-95.2499807,4587678.5703125,12331.8074010017,0,9.2285404,20.0,1.55971,10259.0,18.905899,160.8860016,10259.0,1.0,2.0,1.0,35.5699005,45.0491982,4111.0,797.0,2755.0
160,160,48,201,320800,48201320800,3208.0,Census Tract 3208,G5020,S,2921629,0,29.6598065,-95.2410022,3882397.3203125,8648.236745280958,6,9.2375298,13.0,0.472736,5555.0,48.2736015,265.8169861,5555.0,1.0,2.0,64.0,45.0714989,42.4996986,5442.0,5483.0,4481.0
161,161,48,201,321200,48201321200,3212.0,Census Tract 3212,G5020,S,2961043,12845,29.6369249,-95.2004177,3950030.640625,9709.610378251567,5,10.6379995,18.0,1.6063499,6796.0,31.4307995,281.821991,6796.0,0.0,0.0,4.0,41.9230003,62.138401,3784.0,4226.0,5367.0
162,162,48,201,321500,48201321500,3215.0,Census Tract 3215,G5020,S,943249,0,29.665047,-95.2118806,1253561.20703125,5533.62236065276,8,9.3462696,10.0,0.47743,6000.0,90.7373962,458.7409973,6000.0,1.0,1.0,64.0,42.6671982,34.8522987,2535.0,20758.0,5028.0
163,163,48,201,321600,48201321600,3216.0,Census Tract 3216,G5020,S,2886043,0,29.6772103,-95.2196252,3836415.265625,10497.4278595203,2,8.7813101,12.0,0.61142,10649.0,40.9789009,406.928009,10649.0,1.0,1.0,1.0,37.594799,48.257,6042.0,3135.0,2714.0
164,164,48,201,331100,48201331100,3311.0,Census Tract 3311,G5020,S,3231321,0,29.6749553,-95.3691233,4295199.3828125,9128.96398895203,9,13.5453997,23.0,1.21749,3268.0,26.7758999,156.6580048,3268.0,0.0,0.0,1.0,31.2513008,45.0629997,3307.0,3137.0,3792.0
165,165,48,201,331200,48201331200,3312.0,Census Tract 3312,G5020,S,3546122,0,29.6635175,-95.3705233,4712586.9453125,9454.88626736891,11,15.0452003,29.0,3.1622,8998.0,40.7216988,312.5759888,8998.0,0.0,0.0,4.0,25.1012993,38.3022995,2973.0,2833.0,6551.0
166,166,48,201,331300,48201331300,3313.0,Census Tract 3313,G5020,S,4538667,24568,29.6465413,-95.3784722,6062211.4453125,10875.5977982301,4,13.4212999,22.0,1.4618599,9452.0,31.6368008,208.3130035,9452.0,1.0,2.0,1.0,20.0174999,33.0900002,5021.0,1815.0,2372.0
167,167,48,201,331400,48201331400,3314.0,Census Tract 3314,G5020,S,1557752,13166,29.654386,-95.3601789,2087206.34375,6074.12334559472,4,12.5087004,16.0,1.5071599,21395.0,80.1218033,807.4169922,21395.0,1.0,2.0,4.0,19.3988991,33.3922997,3077.0,7569.0,2563.0
168,168,48,201,321700,48201321700,3217.0,Census Tract 3217,G5020,S,1929788,6157,29.67773,-95.2355903,2573492.38671875,7358.189862063849,0,8.3211899,10.0,0.952987,3208.0,19.8104,138.9450073,3208.0,1.0,1.0,16.0,27.0291996,41.2717018,3503.0,2958.0,4794.0
169,169,48,201,321900,48201321900,3219.0,Census Tract 3219,G5020,S,2468996,0,29.6957716,-95.2248643,3283229.91796875,9523.346620019169,2,7.97892,13.0,0.63543,3826.0,33.2392998,220.1210022,3826.0,0.0,0.0,1.0,25.4701004,37.7588005,5539.0,6100.0,2897.0
170,170,48,201,322000,48201322000,3220.0,Census Tract 3220,G5020,S,698503,18280,29.7015072,-95.2175148,953270.0117187501,5817.53148349777,0,5.8245401,9.0,2.20666,3221.0,31.3693008,173.7579956,3221.0,1.0,1.0,1.0,30.2672997,46.6598015,4940.0,5517.0,3920.0
171,171,48,201,322100,48201322100,3221.0,Census Tract 3221,G5020,S,2174376,2722,29.6862136,-95.2110294,2894744.2890625,9606.99953927706,0,8.1914597,10.0,0.785816,2355.0,25.7229004,136.5950012,2355.0,1.0,1.0,16.0,27.1835995,31.9787998,3727.0,2743.0,2861.0
172,172,48,201,322200,48201322200,3222.0,Census Tract 3222,G5020,S,944958,13335,29.7048504,-95.2137873,1274540.46875,5005.74371605847,0,6.1395702,8.0,1.69078,3155.0,20.691,96.3767014,3155.0,1.0,1.0,16.0,28.0884991,30.8481007,1570.0,6369.0,4242.0
173,173,48,201,331700,48201331700,3317.0,Census Tract 3317,G5020,S,5149348,38355,29.6434456,-95.3322419,6891420.140625,14586.7695366785,0,11.2336998,15.0,1.55303,24398.0,42.0555,647.1890259,24398.0,1.0,1.0,64.0,39.3583984,48.1766014,4037.0,4038.0,7486.0
174,174,48,201,331800,48201331800,3318.0,Census Tract 3318,G5020,S,2309168,21803,29.6524884,-95.3437917,3097067.421875,7748.54213919585,3,11.6061001,13.0,1.34422,25540.0,41.5056,539.1959839,25540.0,1.0,1.0,4.0,15.2432003,29.6476994,3744.0,2232.0,1545.0
175,175,48,201,331900,48201331900,3319.0,Census Tract 3319,G5020,S,1681807,0,29.6626734,-95.3466946,2234984.1953125,6618.64027719044,11,12.5658998,14.0,0.515962,1977.0,15.5955,69.5242996,1977.0,0.0,0.0,1.0,31.8348007,42.2345009,3269.0,3651.0,2766.0
176,176,48,201,332100,48201332100,3321.0,Census Tract 3321,G5020,S,1074665,0,29.6803818,-95.344385,1428638.0546875,5594.49019886582,11,12.0951996,18.0,0.61789,928.0,11.0230999,35.6347008,928.0,0.0,0.0,4.0,30.7008991,43.9359016,3349.0,6820.0,2659.0
177,177,48,201,332200,48201332200,3322.0,Census Tract 3322,G5020,S,2889079,0,29.680569,-95.3299245,3840704.171875,8282.48340660177,10,11.5354004,20.0,0.653548,9300.0,45.010601,243.6999969,9300.0,0.0,0.0,64.0,36.7703018,40.4730988,5578.0,3198.0,3612.0
178,178,48,201,332400,48201332400,3324.0,Census Tract 3324,G5020,S,3666968,25233,29.6581951,-95.3305738,4906189.7890625,11032.8510037569,0,11.5174999,14.0,1.5068901,9987.0,23.0186996,213.576004,9987.0,1.0,1.0,1.0,31.0732994,48.5117989,4845.0,1868.0,5402.0
179,179,48,201,332500,48201332500,3325.0,Census Tract 3325,G5020,S,1773822,47563,29.6647618,-95.3076091,2420579.078125,8776.75325233468,0,9.9390402,13.0,2.30373,21040.0,91.8480988,892.3959961,21040.0,1.0,2.0,4.0,16.6054993,34.0237007,3164.0,8419.0,1908.0
180,180,48,201,322800,48201322800,3228.0,Census Tract 3228,G5020,S,3111197,6956,29.7056151,-95.1818051,4147321.6953125,9180.444702710889,6,8.7154102,15.0,0.79235,4448.0,20.4293003,102.9629974,4448.0,0.0,0.0,64.0,39.7069016,48.5507011,6569.0,6327.0,5811.0
