GEOID,Geographic Area Name,Race/Ethnic Group,Population Groups,Estimate!!Total,Margin of Error!!Total,Unnamed: 6
48201,"Harris County, Texas",1,Total population,4697957,*****,
48201510602,Census Tract 5106.02; Harris County; Texas,1,Total population,4328,601,
48201510701,Census Tract 5107.01; Harris County; Texas,1,Total population,2048,350,
48201510702,Census Tract 5107.02; Harris County; Texas,1,Total population,1908,548,
48201510801,Census Tract 5108.01; Harris County; Texas,1,Total population,3636,532,
48201510802,Census Tract 5108.02; Harris County; Texas,1,Total population,2332,778,
48201510803,Census Tract 5108.03; Harris County; Texas,1,Total population,1860,438,
48201510901,Census Tract 5109.01; Harris County; Texas,1,Total population,5811,1212,
48201510902,Census Tract 5109.02; Harris County; Texas,1,Total population,3690,647,
48201511001,Census Tract 5110.01; Harris County; Texas,1,Total population,2992,364,
48201511003,Census Tract 5110.03; Harris County; Texas,1,Total population,2329,575,
48201511004,Census Tract 5110.04; Harris County; Texas,1,Total population,1953,376,
48201511100,Census Tract 5111; Harris County; Texas,1,Total population,3977,483,
48201511201,Census Tract 5112.01; Harris County; Texas,1,Total population,2855,402,
48201511202,Census Tract 5112.02; Harris County; Texas,1,Total population,3322,622,
48201511301,Census Tract 5113.01; Harris County; Texas,1,Total population,4138,566,
48201511302,Census Tract 5113.02; Harris County; Texas,1,Total population,4243,978,
48201511400,Census Tract 5114; Harris County; Texas,1,Total population,3143,476,
48201511501,Census Tract 5115.01; Harris County; Texas,1,Total population,3092,401,
48201511502,Census Tract 5115.02; Harris County; Texas,1,Total population,5853,1011,
48201511600,Census Tract 5116; Harris County; Texas,1,Total population,3514,542,
48201520100,Census Tract 5201; Harris County; Texas,1,Total population,2621,540,
48201520200,Census Tract 5202; Harris County; Texas,1,Total population,2884,428,
48201520301,Census Tract 5203.01; Harris County; Texas,1,Total population,2464,543,
48201520302,Census Tract 5203.02; Harris County; Texas,1,Total population,2801,527,
48201520400,Census Tract 5204; Harris County; Texas,1,Total population,3884,790,
48201520501,Census Tract 5205.01; Harris County; Texas,1,Total population,3617,1284,
48201520502,Census Tract 5205.02; Harris County; Texas,1,Total population,4387,1111,
48201520601,Census Tract 5206.01; Harris County; Texas,1,Total population,2915,634,
48201520603,Census Tract 5206.03; Harris County; Texas,1,Total population,1925,490,
48201520604,Census Tract 5206.04; Harris County; Texas,1,Total population,3057,561,
48201520700,Census Tract 5207; Harris County; Texas,1,Total population,4733,595,
48201521000,Census Tract 5210; Harris County; Texas,1,Total population,2436,412,
48201521100,Census Tract 5211; Harris County; Texas,1,Total population,2310,499,
48201521201,Census Tract 5212.01; Harris County; Texas,1,Total population,1667,544,
48201521202,Census Tract 5212.02; Harris County; Texas,1,Total population,2976,454,
48201521300,Census Tract 5213; Harris County; Texas,1,Total population,6075,876,
48201521401,Census Tract 5214.01; Harris County; Texas,1,Total population,3474,535,
48201521402,Census Tract 5214.02; Harris County; Texas,1,Total population,3394,611,
48201521501,Census Tract 5215.01; Harris County; Texas,1,Total population,2169,465,
48201521502,Census Tract 5215.02; Harris County; Texas,1,Total population,2958,619,
48201521600,Census Tract 5216; Harris County; Texas,1,Total population,3046,415,
48201521701,Census Tract 5217.01; Harris County; Texas,1,Total population,4850,1278,
48201521702,Census Tract 5217.02; Harris County; Texas,1,Total population,2825,574,
48201521800,Census Tract 5218; Harris County; Texas,1,Total population,5409,766,
48201521900,Census Tract 5219; Harris County; Texas,1,Total population,6263,913,
48201522001,Census Tract 5220.01; Harris County; Texas,1,Total population,1871,325,
48201522002,Census Tract 5220.02; Harris County; Texas,1,Total population,2552,736,
48201522101,Census Tract 5221.01; Harris County; Texas,1,Total population,3272,629,
48201522102,Census Tract 5221.02; Harris County; Texas,1,Total population,5423,1461,
48201522201,Census Tract 5222.01; Harris County; Texas,1,Total population,4564,856,
48201522202,Census Tract 5222.02; Harris County; Texas,1,Total population,4057,806,
48201522301,Census Tract 5223.01; Harris County; Texas,1,Total population,3822,496,
48201522302,Census Tract 5223.02; Harris County; Texas,1,Total population,3517,574,
48201522401,Census Tract 5224.01; Harris County; Texas,1,Total population,5605,861,
48201522402,Census Tract 5224.02; Harris County; Texas,1,Total population,3828,403,
48201522500,Census Tract 5225; Harris County; Texas,1,Total population,5200,234,
48201530101,Census Tract 5301.01; Harris County; Texas,1,Total population,3922,896,
48201530102,Census Tract 5301.02; Harris County; Texas,1,Total population,2913,1376,
48201530200,Census Tract 5302; Harris County; Texas,1,Total population,3715,788,
48201530300,Census Tract 5303; Harris County; Texas,1,Total population,2230,442,
48201530400,Census Tract 5304; Harris County; Texas,1,Total population,2797,852,
48201530501,Census Tract 5305.01; Harris County; Texas,1,Total population,1948,811,
48201530502,Census Tract 5305.02; Harris County; Texas,1,Total population,2657,505,
48201530600,Census Tract 5306; Harris County; Texas,1,Total population,3125,619,
48201530701,Census Tract 5307.01; Harris County; Texas,1,Total population,1513,382,
48201530702,Census Tract 5307.02; Harris County; Texas,1,Total population,3909,809,
48201530800,Census Tract 5308; Harris County; Texas,1,Total population,4265,717,
48201530900,Census Tract 5309; Harris County; Texas,1,Total population,4024,581,
48201531000,Census Tract 5310; Harris County; Texas,1,Total population,4467,553,
48201531100,Census Tract 5311; Harris County; Texas,1,Total population,3509,689,
48201531200,Census Tract 5312; Harris County; Texas,1,Total population,3055,444,
48201531300,Census Tract 5313; Harris County; Texas,1,Total population,4900,915,
48201531400,Census Tract 5314; Harris County; Texas,1,Total population,2147,293,
48201531500,Census Tract 5315; Harris County; Texas,1,Total population,3039,393,
48201531600,Census Tract 5316; Harris County; Texas,1,Total population,2702,342,
48201531700,Census Tract 5317; Harris County; Texas,1,Total population,3954,496,
48201531800,Census Tract 5318; Harris County; Texas,1,Total population,2740,555,
48201531900,Census Tract 5319; Harris County; Texas,1,Total population,5581,991,
48201532003,Census Tract 5320.03; Harris County; Texas,1,Total population,4126,1461,
48201532004,Census Tract 5320.04; Harris County; Texas,1,Total population,4873,888,
48201532101,Census Tract 5321.01; Harris County; Texas,1,Total population,4449,999,
48201532200,Census Tract 5322; Harris County; Texas,1,Total population,3847,646,
48201532301,Census Tract 5323.01; Harris County; Texas,1,Total population,5009,1538,
48201532302,Census Tract 5323.02; Harris County; Texas,1,Total population,3218,467,
48201532400,Census Tract 5324; Harris County; Texas,1,Total population,6075,1062,
48201532502,Census Tract 5325.02; Harris County; Texas,1,Total population,5458,1155,
48201532503,Census Tract 5325.03; Harris County; Texas,1,Total population,5690,1164,
48201532504,Census Tract 5325.04; Harris County; Texas,1,Total population,4667,954,
48201532600,Census Tract 5326; Harris County; Texas,1,Total population,7008,947,
48201532700,Census Tract 5327; Harris County; Texas,1,Total population,5248,1004,
48201532800,Census Tract 5328; Harris County; Texas,1,Total population,2030,474,
48201532900,Census Tract 5329; Harris County; Texas,1,Total population,5271,1006,
48201533000,Census Tract 5330; Harris County; Texas,1,Total population,2332,437,
48201533100,Census Tract 5331; Harris County; Texas,1,Total population,6434,1060,
48201533200,Census Tract 5332; Harris County; Texas,1,Total population,4184,827,
48201533301,Census Tract 5333.01; Harris County; Texas,1,Total population,2796,1423,
48201533302,Census Tract 5333.02; Harris County; Texas,1,Total population,3730,1080,
48201533401,Census Tract 5334.01; Harris County; Texas,1,Total population,5211,628,
48201533402,Census Tract 5334.02; Harris County; Texas,1,Total population,6397,1449,
48201533500,Census Tract 5335; Harris County; Texas,1,Total population,4371,578,
48201533600,Census Tract 5336; Harris County; Texas,1,Total population,5082,501,
48201533701,Census Tract 5337.01; Harris County; Texas,1,Total population,6542,1699,
48201533702,Census Tract 5337.02; Harris County; Texas,1,Total population,3743,462,
48201533802,Census Tract 5338.02; Harris County; Texas,1,Total population,7467,825,
48201533803,Census Tract 5338.03; Harris County; Texas,1,Total population,7111,1573,
48201533804,Census Tract 5338.04; Harris County; Texas,1,Total population,6954,1723,
48201533902,Census Tract 5339.02; Harris County; Texas,1,Total population,4275,759,
48201533903,Census Tract 5339.03; Harris County; Texas,1,Total population,4246,543,
48201533904,Census Tract 5339.04; Harris County; Texas,1,Total population,4759,1125,
48201534001,Census Tract 5340.01; Harris County; Texas,1,Total population,3509,717,
48201534002,Census Tract 5340.02; Harris County; Texas,1,Total population,5664,649,
48201534003,Census Tract 5340.03; Harris County; Texas,1,Total population,2638,443,
48201534101,Census Tract 5341.01; Harris County; Texas,1,Total population,3131,651,
48201534102,Census Tract 5341.02; Harris County; Texas,1,Total population,4793,1008,
48201534201,Census Tract 5342.01; Harris County; Texas,1,Total population,3665,760,
48201534203,Census Tract 5342.03; Harris County; Texas,1,Total population,2391,472,
48201534204,Census Tract 5342.04; Harris County; Texas,1,Total population,4473,526,
48201534205,Census Tract 5342.05; Harris County; Texas,1,Total population,4317,317,
48201540101,Census Tract 5401.01; Harris County; Texas,1,Total population,6072,924,
48201540102,Census Tract 5401.02; Harris County; Texas,1,Total population,5974,1709,
48201540200,Census Tract 5402; Harris County; Texas,1,Total population,2120,351,
48201540502,Census Tract 5405.02; Harris County; Texas,1,Total population,4415,491,
48201540503,Census Tract 5405.03; Harris County; Texas,1,Total population,4282,1683,
48201540504,Census Tract 5405.04; Harris County; Texas,1,Total population,3525,1079,
48201540601,Census Tract 5406.01; Harris County; Texas,1,Total population,4010,588,
48201540602,Census Tract 5406.02; Harris County; Texas,1,Total population,7439,2106,
48201540700,Census Tract 5407; Harris County; Texas,1,Total population,5343,488,
48201540800,Census Tract 5408; Harris County; Texas,1,Total population,7209,1261,
48201540901,Census Tract 5409.01; Harris County; Texas,1,Total population,3043,566,
48201540903,Census Tract 5409.03; Harris County; Texas,1,Total population,3741,1509,
48201540904,Census Tract 5409.04; Harris County; Texas,1,Total population,4685,737,
48201541004,Census Tract 5410.04; Harris County; Texas,1,Total population,5626,1220,
48201541005,Census Tract 5410.05; Harris County; Texas,1,Total population,4875,1373,
48201541006,Census Tract 5410.06; Harris County; Texas,1,Total population,6654,1376,
48201541007,Census Tract 5410.07; Harris County; Texas,1,Total population,7126,967,
48201541008,Census Tract 5410.08; Harris County; Texas,1,Total population,3265,360,
48201541009,Census Tract 5410.09; Harris County; Texas,1,Total population,4987,731,
48201541100,Census Tract 5411; Harris County; Texas,1,Total population,7618,1615,
48201541203,Census Tract 5412.03; Harris County; Texas,1,Total population,2577,311,
48201541204,Census Tract 5412.04; Harris County; Texas,1,Total population,6122,737,
48201541205,Census Tract 5412.05; Harris County; Texas,1,Total population,3364,1003,
48201541206,Census Tract 5412.06; Harris County; Texas,1,Total population,4875,756,
48201541207,Census Tract 5412.07; Harris County; Texas,1,Total population,4444,552,
48201541301,Census Tract 5413.01; Harris County; Texas,1,Total population,5396,508,
48201541302,Census Tract 5413.02; Harris County; Texas,1,Total population,7003,1729,
48201541401,Census Tract 5414.01; Harris County; Texas,1,Total population,5002,1007,
48201541402,Census Tract 5414.02; Harris County; Texas,1,Total population,2906,307,
48201541403,Census Tract 5414.03; Harris County; Texas,1,Total population,3408,1357,
48201541404,Census Tract 5414.04; Harris County; Texas,1,Total population,3052,465,
48201541500,Census Tract 5415; Harris County; Texas,1,Total population,5838,1048,
48201541603,Census Tract 5416.03; Harris County; Texas,1,Total population,7636,1190,
48201541604,Census Tract 5416.04; Harris County; Texas,1,Total population,9860,1067,
48201541701,Census Tract 5417.01; Harris County; Texas,1,Total population,6248,1884,
48201541702,Census Tract 5417.02; Harris County; Texas,1,Total population,2567,562,
48201541703,Census Tract 5417.03; Harris County; Texas,1,Total population,2727,670,
48201541801,Census Tract 5418.01; Harris County; Texas,1,Total population,3518,751,
48201541802,Census Tract 5418.02; Harris County; Texas,1,Total population,3235,671,
48201541901,Census Tract 5419.01; Harris County; Texas,1,Total population,3044,544,
48201541902,Census Tract 5419.02; Harris County; Texas,1,Total population,4408,723,
48201542001,Census Tract 5420.01; Harris County; Texas,1,Total population,4684,1528,
48201542002,Census Tract 5420.02; Harris County; Texas,1,Total population,2421,579,
48201542003,Census Tract 5420.03; Harris County; Texas,1,Total population,4154,775,
48201542004,Census Tract 5420.04; Harris County; Texas,1,Total population,3518,594,
48201542103,Census Tract 5421.03; Harris County; Texas,1,Total population,8431,1094,
48201542104,Census Tract 5421.04; Harris County; Texas,1,Total population,7149,1403,
48201542105,Census Tract 5421.05; Harris County; Texas,1,Total population,8205,1366,
48201542106,Census Tract 5421.06; Harris County; Texas,1,Total population,9089,1334,
48201542107,Census Tract 5421.07; Harris County; Texas,1,Total population,3068,412,
48201542108,Census Tract 5421.08; Harris County; Texas,1,Total population,5041,1798,
48201542201,Census Tract 5422.01; Harris County; Texas,1,Total population,7504,1051,
48201542202,Census Tract 5422.02; Harris County; Texas,1,Total population,7930,1688,
48201542203,Census Tract 5422.03; Harris County; Texas,1,Total population,10502,2254,
48201542302,Census Tract 5423.02; Harris County; Texas,1,Total population,7604,981,
48201542303,Census Tract 5423.03; Harris County; Texas,1,Total population,3342,1206,
48201542304,Census Tract 5423.04; Harris County; Texas,1,Total population,5942,1579,
48201542305,Census Tract 5423.05; Harris County; Texas,1,Total population,4670,753,
48201542401,Census Tract 5424.01; Harris County; Texas,1,Total population,4637,865,
48201542402,Census Tract 5424.02; Harris County; Texas,1,Total population,6765,1304,
48201542500,Census Tract 5425; Harris County; Texas,1,Total population,3381,493,
48201542600,Census Tract 5426; Harris County; Texas,1,Total population,5911,788,
48201542700,Census Tract 5427; Harris County; Texas,1,Total population,4385,568,
48201542800,Census Tract 5428; Harris County; Texas,1,Total population,7927,622,
48201542901,Census Tract 5429.01; Harris County; Texas,1,Total population,9257,1669,
48201542902,Census Tract 5429.02; Harris County; Texas,1,Total population,24245,3412,
48201543004,Census Tract 5430.04; Harris County; Texas,1,Total population,12440,1541,
48201543005,Census Tract 5430.05; Harris County; Texas,1,Total population,6782,1161,
48201543006,Census Tract 5430.06; Harris County; Texas,1,Total population,16296,1651,
48201543007,Census Tract 5430.07; Harris County; Texas,1,Total population,19847,3210,
48201543008,Census Tract 5430.08; Harris County; Texas,1,Total population,4881,431,
48201543009,Census Tract 5430.09; Harris County; Texas,1,Total population,4834,2042,
48201543010,Census Tract 5430.10; Harris County; Texas,1,Total population,5149,1092,
48201543011,Census Tract 5430.11; Harris County; Texas,1,Total population,5069,1141,
48201543100,Census Tract 5431; Harris County; Texas,1,Total population,2897,509,
48201543201,Census Tract 5432.01; Harris County; Texas,1,Total population,5258,1010,
48201543202,Census Tract 5432.02; Harris County; Texas,1,Total population,3660,609,
48201550101,Census Tract 5501.01; Harris County; Texas,1,Total population,2923,663,
48201550102,Census Tract 5501.02; Harris County; Texas,1,Total population,2461,354,
48201550201,Census Tract 5502.01; Harris County; Texas,1,Total population,1786,390,
48201550202,Census Tract 5502.02; Harris County; Texas,1,Total population,2320,661,
48201550303,Census Tract 5503.03; Harris County; Texas,1,Total population,3898,695,
48201550306,Census Tract 5503.06; Harris County; Texas,1,Total population,4197,1143,
48201550308,Census Tract 5503.08; Harris County; Texas,1,Total population,2974,785,
48201550403,Census Tract 5504.03; Harris County; Texas,1,Total population,3450,790,
48201550404,Census Tract 5504.04; Harris County; Texas,1,Total population,7015,928,
48201550405,Census Tract 5504.05; Harris County; Texas,1,Total population,8664,1750,
48201550406,Census Tract 5504.06; Harris County; Texas,1,Total population,3715,953,
48201550407,Census Tract 5504.07; Harris County; Texas,1,Total population,5105,2003,
48201550500,Census Tract 5505; Harris County; Texas,1,Total population,6946,866,
48201550601,Census Tract 5506.01; Harris County; Texas,1,Total population,7551,1294,
48201550602,Census Tract 5506.02; Harris County; Texas,1,Total population,2824,381,
48201550603,Census Tract 5506.03; Harris County; Texas,1,Total population,6017,879,
48201550700,Census Tract 5507; Harris County; Texas,1,Total population,5224,1351,
48201550800,Census Tract 5508; Harris County; Texas,1,Total population,3830,640,
48201550901,Census Tract 5509.01; Harris County; Texas,1,Total population,6259,1656,
48201550902,Census Tract 5509.02; Harris County; Texas,1,Total population,4034,541,
48201551000,Census Tract 5510; Harris County; Texas,1,Total population,3625,619,
48201551101,Census Tract 5511.01; Harris County; Texas,1,Total population,4298,753,
48201551102,Census Tract 5511.02; Harris County; Texas,1,Total population,6467,1062,
48201551201,Census Tract 5512.01; Harris County; Texas,1,Total population,5221,1204,
48201551202,Census Tract 5512.02; Harris County; Texas,1,Total population,3540,1558,
48201551300,Census Tract 5513; Harris County; Texas,1,Total population,4308,999,
48201551400,Census Tract 5514; Harris County; Texas,1,Total population,5727,1192,
48201551501,Census Tract 5515.01; Harris County; Texas,1,Total population,3805,880,
48201551502,Census Tract 5515.02; Harris County; Texas,1,Total population,4497,1608,
48201551601,Census Tract 5516.01; Harris County; Texas,1,Total population,2926,903,
48201551602,Census Tract 5516.02; Harris County; Texas,1,Total population,5750,1022,
48201551702,Census Tract 5517.02; Harris County; Texas,1,Total population,4367,760,
48201551703,Census Tract 5517.03; Harris County; Texas,1,Total population,8794,1270,
48201551704,Census Tract 5517.04; Harris County; Texas,1,Total population,3642,862,
48201551705,Census Tract 5517.05; Harris County; Texas,1,Total population,5386,1374,
48201551800,Census Tract 5518; Harris County; Texas,1,Total population,3808,477,
48201551901,Census Tract 5519.01; Harris County; Texas,1,Total population,2500,637,
48201551902,Census Tract 5519.02; Harris County; Texas,1,Total population,4296,685,
48201552002,Census Tract 5520.02; Harris County; Texas,1,Total population,1401,286,
48201552003,Census Tract 5520.03; Harris County; Texas,1,Total population,4902,941,
48201552004,Census Tract 5520.04; Harris County; Texas,1,Total population,3822,550,
48201552101,Census Tract 5521.01; Harris County; Texas,1,Total population,4760,681,
48201552102,Census Tract 5521.02; Harris County; Texas,1,Total population,5991,1055,
48201552103,Census Tract 5521.03; Harris County; Texas,1,Total population,3949,674,
48201552200,Census Tract 5522; Harris County; Texas,1,Total population,8038,1025,
48201552301,Census Tract 5523.01; Harris County; Texas,1,Total population,4265,700,
48201552303,Census Tract 5523.03; Harris County; Texas,1,Total population,2242,547,
48201552304,Census Tract 5523.04; Harris County; Texas,1,Total population,2007,1025,
48201552401,Census Tract 5524.01; Harris County; Texas,1,Total population,5903,1443,
48201552402,Census Tract 5524.02; Harris County; Texas,1,Total population,2479,752,
48201552501,Census Tract 5525.01; Harris County; Texas,1,Total population,4566,1387,
48201552502,Census Tract 5525.02; Harris County; Texas,1,Total population,6528,633,
48201552602,Census Tract 5526.02; Harris County; Texas,1,Total population,6426,1025,
48201552603,Census Tract 5526.03; Harris County; Texas,1,Total population,4746,1887,
48201552604,Census Tract 5526.04; Harris County; Texas,1,Total population,3423,1026,
48201552701,Census Tract 5527.01; Harris County; Texas,1,Total population,3576,805,
48201552702,Census Tract 5527.02; Harris County; Texas,1,Total population,5913,1059,
48201552801,Census Tract 5528.01; Harris County; Texas,1,Total population,4719,1010,
48201552802,Census Tract 5528.02; Harris County; Texas,1,Total population,3734,681,
48201552901,Census Tract 5529.01; Harris County; Texas,1,Total population,4544,642,
48201552902,Census Tract 5529.02; Harris County; Texas,1,Total population,5290,1476,
48201553001,Census Tract 5530.01; Harris County; Texas,1,Total population,5386,628,
48201553002,Census Tract 5530.02; Harris County; Texas,1,Total population,4656,1035,
48201553101,Census Tract 5531.01; Harris County; Texas,1,Total population,3218,806,
48201553102,Census Tract 5531.02; Harris County; Texas,1,Total population,4407,1524,
48201553201,Census Tract 5532.01; Harris County; Texas,1,Total population,2537,464,
48201553202,Census Tract 5532.02; Harris County; Texas,1,Total population,4151,696,
48201553300,Census Tract 5533; Harris County; Texas,1,Total population,4847,771,
48201553401,Census Tract 5534.01; Harris County; Texas,1,Total population,4011,702,
48201553403,Census Tract 5534.03; Harris County; Texas,1,Total population,8148,893,
48201553404,Census Tract 5534.04; Harris County; Texas,1,Total population,3684,797,
48201553405,Census Tract 5534.05; Harris County; Texas,1,Total population,6443,1275,
48201553500,Census Tract 5535; Harris County; Texas,1,Total population,7215,1276,
48201553601,Census Tract 5536.01; Harris County; Texas,1,Total population,5152,911,
48201553602,Census Tract 5536.02; Harris County; Texas,1,Total population,2254,552,
48201553700,Census Tract 5537; Harris County; Texas,1,Total population,4741,875,
48201553801,Census Tract 5538.01; Harris County; Texas,1,Total population,2460,181,
48201553803,Census Tract 5538.03; Harris County; Texas,1,Total population,4170,483,
48201553804,Census Tract 5538.04; Harris County; Texas,1,Total population,5419,869,
48201553901,Census Tract 5539.01; Harris County; Texas,1,Total population,6460,2183,
48201554001,Census Tract 5540.01; Harris County; Texas,1,Total population,3121,501,
48201554002,Census Tract 5540.02; Harris County; Texas,1,Total population,4108,752,
48201554103,Census Tract 5541.03; Harris County; Texas,1,Total population,5419,846,
48201554104,Census Tract 5541.04; Harris County; Texas,1,Total population,4163,883,
48201554201,Census Tract 5542.01; Harris County; Texas,1,Total population,6911,1088,
48201554202,Census Tract 5542.02; Harris County; Texas,1,Total population,3544,727,
48201554301,Census Tract 5543.01; Harris County; Texas,1,Total population,8457,1113,
48201554302,Census Tract 5543.02; Harris County; Texas,1,Total population,4280,630,
48201554404,Census Tract 5544.04; Harris County; Texas,1,Total population,4470,423,
48201554405,Census Tract 5544.05; Harris County; Texas,1,Total population,8658,1804,
48201554406,Census Tract 5544.06; Harris County; Texas,1,Total population,4432,531,
48201554407,Census Tract 5544.07; Harris County; Texas,1,Total population,5693,704,
48201554408,Census Tract 5544.08; Harris County; Texas,1,Total population,9307,1355,
48201554409,Census Tract 5544.09; Harris County; Texas,1,Total population,7295,1606,
48201554410,Census Tract 5544.10; Harris County; Texas,1,Total population,3668,607,
48201554501,Census Tract 5545.01; Harris County; Texas,1,Total population,6721,607,
48201554502,Census Tract 5545.02; Harris County; Texas,1,Total population,5692,851,
48201554600,Census Tract 5546; Harris County; Texas,1,Total population,4647,716,
48201554701,Census Tract 5547.01; Harris County; Texas,1,Total population,3370,666,
48201554702,Census Tract 5547.02; Harris County; Texas,1,Total population,4799,670,
48201554803,Census Tract 5548.03; Harris County; Texas,1,Total population,6617,2109,
48201554804,Census Tract 5548.04; Harris County; Texas,1,Total population,4181,958,
48201554805,Census Tract 5548.05; Harris County; Texas,1,Total population,9203,2589,
48201554807,Census Tract 5548.07; Harris County; Texas,1,Total population,6228,1349,
48201554808,Census Tract 5548.08; Harris County; Texas,1,Total population,3133,754,
48201554809,Census Tract 5548.09; Harris County; Texas,1,Total population,9212,1910,
48201554902,Census Tract 5549.02; Harris County; Texas,1,Total population,10487,994,
48201554904,Census Tract 5549.04; Harris County; Texas,1,Total population,3923,598,
48201554905,Census Tract 5549.05; Harris County; Texas,1,Total population,6631,1052,
48201554906,Census Tract 5549.06; Harris County; Texas,1,Total population,4236,595,
48201554907,Census Tract 5549.07; Harris County; Texas,1,Total population,4255,525,
48201554908,Census Tract 5549.08; Harris County; Texas,1,Total population,7183,1243,
48201555001,Census Tract 5550.01; Harris County; Texas,1,Total population,2698,354,
48201555002,Census Tract 5550.02; Harris County; Texas,1,Total population,5909,1026,
48201555101,Census Tract 5551.01; Harris County; Texas,1,Total population,4910,790,
48201555102,Census Tract 5551.02; Harris County; Texas,1,Total population,5911,926,
48201555200,Census Tract 5552; Harris County; Texas,1,Total population,12618,1751,
48201555301,Census Tract 5553.01; Harris County; Texas,1,Total population,4342,595,
48201555303,Census Tract 5553.03; Harris County; Texas,1,Total population,13085,1633,
48201555304,Census Tract 5553.04; Harris County; Texas,1,Total population,9004,1814,
48201555305,Census Tract 5553.05; Harris County; Texas,1,Total population,10756,1626,
48201555401,Census Tract 5554.01; Harris County; Texas,1,Total population,2483,404,
48201555403,Census Tract 5554.03; Harris County; Texas,1,Total population,4836,862,
48201555404,Census Tract 5554.04; Harris County; Texas,1,Total population,4533,716,
48201555501,Census Tract 5555.01; Harris County; Texas,1,Total population,6191,1461,
48201555503,Census Tract 5555.03; Harris County; Texas,1,Total population,12822,2058,
48201555504,Census Tract 5555.04; Harris County; Texas,1,Total population,8376,2057,
48201555505,Census Tract 5555.05; Harris County; Texas,1,Total population,8717,1230,
48201555600,Census Tract 5556; Harris County; Texas,1,Total population,6374,1229,
48201555701,Census Tract 5557.01; Harris County; Texas,1,Total population,11696,1713,
48201555703,Census Tract 5557.03; Harris County; Texas,1,Total population,6560,802,
48201555704,Census Tract 5557.04; Harris County; Texas,1,Total population,8210,1358,
48201556000,Census Tract 5560; Harris County; Texas,1,Total population,10203,1615,
48201556100,Census Tract 5561; Harris County; Texas,1,Total population,3830,493,
48201980200,Census Tract 9802; Harris County; Texas,1,Total population,9712,2515,
48201980300,Census Tract 9803; Harris County; Texas,1,Total population,2770,383,
48201980400,Census Tract 9804; Harris County; Texas,1,Total population,4134,1148,
48201980700,Census Tract 9807; Harris County; Texas,1,Total population,1427,259,
