+OID_,FID_1,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Are,Shape__Len,DEM_min,DEM_mean,DEM_max,DEM_std,FloAc_rang,FloAc_mean,FloAc_std,FlowAc_max,Haz_major,Haz_max,FloDir_maj,FloDir_mea,FloDir_std,POP_2010_original,POP_2015_original,POP_2021_original,population_2021,population_2015,population_2010,growth_2010_2021_abs,growth_2010_2021_pct,growth_2010_2015_pct,growth_2015_2021_pct,area_sq_km,pop_density_2010,pop_density_2015,pop_density_2021
60,60,48,201,551703,48201551703,5517.03,Census Tract 5517.03,G5020,S,3091374,21738,29.9152568,-95.5627546,4157855.984375,9469.94964134947,30,35.1120987,43.0,1.04535,5053.0,24.7140007,145.0059967,5053.0,0.0,0.0,16.0,25.4894009,36.5522003,7702.0,5889.0,2075.0,8794.0,7253.0,7702.0,1092.0,14.178135549208,-5.829654635159699,21.24638080794154,3.091374,2491.4487862031574,2346.205926555635,2844.6897722501385
61,61,48,201,540901,48201540901,5409.01,Census Tract 5409.01,G5020,S,1573664,32871,29.8894857,-95.6244446,2144554.39453125,6976.19114147376,29,36.8168983,39.0,1.07342,2695.0,21.9965992,116.3700027,2695.0,1.0,1.0,4.0,23.4615993,42.5475006,2801.0,2371.0,6581.0,3043.0,2371.0,2801.0,242.0,8.639771510174937,-15.351660121385219,28.342471530999582,1.573664,1779.9225247575087,1506.6748683327573,1933.7037639546943
62,62,48,201,233001,48201233001,2330.01,Census Tract 2330.01,G5020,S,952904,0,29.7971528,-95.1825606,1269695.8671875,5466.4220549797,7,9.3162804,12.0,0.548828,3422.0,28.2157001,140.4029999,3422.0,0.0,0.0,1.0,23.3705997,38.3296013,3074.0,5569.0,5448.0,3612.0,3470.0,3074.0,538.0,17.501626545217956,12.882238126219908,4.092219020172911,0.952904,3225.9283201665644,3641.500088151587,3790.51824737854
63,63,48,201,233002,48201233002,2330.02,Census Tract 2330.02,G5020,S,1726150,0,29.8017233,-95.1701831,2300217.16015625,6209.60668202522,5,9.7497196,17.0,0.728399,8307.0,45.914299,351.5239868,8307.0,0.0,0.0,16.0,21.4265003,30.9377995,3925.0,3552.0,3235.0,4906.0,4209.0,3925.0,981.0,24.993630573248407,7.235668789808917,16.55975291043003,1.72615,2273.8464212264284,2438.3744170552964,2842.163195550792
64,64,48,201,323801,48201323801,3238.01,Census Tract 3238.01,G5020,S,1335629,0,29.6743814,-95.1891936,1775351.03515625,6261.58392426563,9,10.1000004,11.0,0.466035,3001.0,27.0988007,111.7819977,3001.0,0.0,0.0,16.0,29.9321003,31.9967003,3978.0,5612.0,4728.0,4086.0,3483.0,3978.0,108.0,2.7149321266968327,-12.44343891402715,17.31266149870801,1.335629,2978.3719880296103,2607.7600890666495,3059.2327659851653
65,65,48,201,323802,48201323802,3238.02,Census Tract 3238.02,G5020,S,2412273,0,29.673244,-95.1791015,3206378.96875,7394.44355410979,6,10.5148001,12.0,0.582604,6173.0,49.3101006,366.7189941,6173.0,0.0,0.0,64.0,35.4662018,40.8689995,4999.0,8429.0,4634.0,5158.0,4986.0,4999.0,159.0,3.1806361272254455,-0.26005201040208037,3.449659045326915,2.412273,2072.3193436232136,2066.93023550817,2138.2322813379747
66,66,48,201,240802,48201240802,2408.02,Census Tract 2408.02,G5020,S,13185463,153955,30.0219364,-95.3668122,17854896.5507813,23587.15088227569,14,25.4554996,39.0,3.11708,8817.0,45.3731003,312.8909912,8817.0,1.0,2.0,64.0,40.0821991,44.0679016,3304.0,8489.0,5020.0,8405.0,4489.368936524429,3304.0,5101.0,154.38861985472155,35.87678379311226,87.22007745050614,13.185463,250.5789899072941,340.4786723472986,637.4444340710675
67,67,48,201,421403,48201421403,4214.03,Census Tract 4214.03,G5020,S,654077,0,29.7091209,-95.4888961,870008.7226562499,3732.46227654566,17,18.3736,19.0,0.49138,1238.0,21.9164009,77.8293991,1238.0,0.0,0.0,1.0,23.4195004,41.0317993,5209.0,4648.0,1444.0,4482.0,3829.0,5209.0,-727.0,-13.956613553465155,-26.492608946054908,17.054061112562028,0.654077,7963.894159250363,5854.050822762458,6852.404227636807
68,68,48,201,421402,48201421402,4214.02,Census Tract 4214.02,G5020,S,161245,0,29.7145907,-95.4868557,214503.0078125,1854.40541954788,18,18.4510002,19.0,0.497595,196.0,8.0309,16.2677994,196.0,0.0,0.0,1.0,23.8645992,47.2322006,3934.0,3886.0,5673.0,3636.0,3886.0,3934.0,-298.0,-7.574987290289781,-1.2201321809862735,-6.433350488934638,0.161245,24397.655741263294,24099.972092157896,22549.536419733944
69,69,48,201,423201,48201423201,4232.01,Census Tract 4232.01,G5020,S,1938483,16763,29.6609302,-95.5426618,2598278.87890625,7205.76884622395,15,21.5219994,27.0,1.65654,2609.0,20.3498993,103.8270035,2609.0,1.0,1.0,1.0,30.7852001,37.9810982,2934.0,2618.0,2052.0,2931.0,3673.4140208185813,2932.740878132084,-1.7408781320841626,-0.05936010729979525,25.255321675682623,-20.2104640699646,1.938483,1512.905131554976,1894.9941891770943,1512.0070694455408
70,70,48,201,534203,48201534203,5342.03,Census Tract 5342.03,G5020,S,4223609,20326,29.8730007,-95.5368807,5663290.86328125,11075.7345219661,22,28.6655998,39.0,1.44381,3906.0,20.0130005,122.4020004,3906.0,1.0,2.0,64.0,34.6329002,48.584301,1484.0,9040.0,2125.0,2391.0,1857.0,1484.0,907.0,61.118598382749326,25.13477088948787,28.75605815831987,4.223609,351.3582815075922,439.6713805657674,566.1035384667473
71,71,48,201,534002,48201534002,5340.02,Census Tract 5340.02,G5020,S,3242144,5588,29.9082772,-95.5007247,4337535.5234375,9569.590695198722,29,31.7530003,34.0,0.64075,9404.0,37.0966988,291.3609924,9404.0,0.0,0.0,4.0,23.9577999,37.8670006,5831.0,4346.0,1973.0,5664.0,5674.056588927319,5799.373176167433,-135.37317616743258,-2.334272550760307,-2.160864345738306,-0.1772380794887446,3.242144,1788.7463284071998,1750.0939467609455,1746.9921138604577
72,72,48,201,534003,48201534003,5340.03,Census Tract 5340.03,G5020,S,1325010,0,29.930164,-95.5124368,1770167.25390625,6270.8358382249,30,33.5407982,40.0,1.14495,2026.0,23.7922001,114.9769974,2026.0,0.0,0.0,4.0,25.7315006,41.457901,2396.0,5327.0,2579.0,2638.0,2653.94341107268,2427.626823832568,210.37317616743212,8.665795504570575,9.322544347356464,-0.6007441984694062,1.32501,1832.157360195446,2002.9610426130218,1990.9283703519218
73,73,48,201,451401,48201451401,4514.01,Census Tract 4514.01,G5020,S,1084835,0,29.7503672,-95.6123667,1444151.1796875,4904.68332989342,24,25.0911007,27.0,0.725567,2285.0,38.3340988,178.7039948,2285.0,0.0,0.0,1.0,29.7838993,40.1419983,2762.0,5392.0,3434.0,3600.0,3362.0,2762.0,838.0,30.340333091962346,21.72338884866039,7.079119571683521,1.084835,2546.0093009536013,3099.0888015228124,3318.477003415266
74,74,48,201,212500,48201212500,2125.0,Census Tract 2125,G5020,S,10778567,619939,29.7520836,-95.2767055,15175059.078125,26871.9865272662,0,9.7127304,19.0,3.10254,145830.0,242.1589966,4558.9199219,145830.0,2.0,2.0,1.0,28.3330994,48.2770996,4121.0,8213.0,2412.0,3874.0,3520.0,4121.0,-247.0,-5.993690851735016,-14.583838874059692,10.056818181818182,10.778567,382.3328277311817,326.57402417222994,359.41698001227803
75,75,48,201,530300,48201530300,5303.0,Census Tract 5303,G5020,S,1836307,0,29.8175261,-95.3887898,2447773.98046875,7702.477052118131,9,17.7663994,25.0,1.06696,5061.0,44.7205009,251.8999939,5061.0,1.0,2.0,64.0,32.9342003,42.0219994,2528.0,5761.0,6419.0,2230.0,2514.0,2528.0,-298.0,-11.787974683544304,-0.5537974683544303,-11.296738265712012,1.836307,1376.6761222388195,1369.052124726421,1214.393889474908
76,76,48,201,455000,48201455000,4550.0,Census Tract 4550,G5020,S,1304223,5738,29.7533336,-95.7603032,1743979.27734375,6253.11473107931,33,36.0722008,39.0,1.17743,6429.0,36.1272011,250.8220062,6429.0,0.0,0.0,4.0,23.1124992,38.2313995,2726.0,2930.0,1564.0,3516.0,2930.0,2726.0,790.0,28.980190755685985,7.4834922964049895,20.0,1.304223,2090.133359095799,2246.548328008324,2695.8579936099886
77,77,48,201,530400,48201530400,5304.0,Census Tract 5304,G5020,S,1591351,0,29.8261231,-95.3879776,2121604.03515625,7388.620148177709,10,17.8341007,23.0,1.21587,4779.0,37.9791985,257.8850098,4779.0,1.0,2.0,4.0,25.2201996,39.7439995,2478.0,6028.0,2215.0,2797.0,2696.0,2478.0,319.0,12.873284907183214,8.797417271993544,3.746290801186944,1.591351,1557.167463369175,1694.1579827454786,1757.6260674106468
78,78,48,201,455200,48201455200,4552.0,Census Tract 4552,G5020,S,2996255,0,29.7799704,-95.7650418,3991005.6601562495,8881.03535102344,38,39.3862991,45.0,0.95856,4515.0,35.649601,202.701004,4515.0,0.0,0.0,4.0,19.6788006,38.2761993,3959.0,7633.0,3906.0,4454.0,4724.892342526876,4151.871052765192,302.12894723480804,7.276934745687413,13.801519422912842,-5.7333019016895195,2.996255,1385.6868166311585,1576.9326517692505,1486.5223420570012
79,79,48,201,455300,48201455300,4553.0,Census Tract 4553,G5020,S,5310680,44829,29.7751464,-95.790629,7133082.7265625,12053.1424745672,35,40.3280983,46.0,1.19761,4095.0,19.6380997,110.3980026,4095.0,0.0,0.0,4.0,26.1830997,47.9005013,2025.0,3868.0,5233.0,13699.0,4214.73401644224,2012.592882941214,11686.407117058787,580.6642374676497,109.41811193741306,225.0264416819275,5.31068,378.97084421226924,793.6335867426094,2579.519006982157
80,80,48,201,530800,48201530800,5308.0,Census Tract 5308,G5020,S,4600027,0,29.8534493,-95.4202266,6136143.82421875,10508.0097553865,22,24.3054008,26.0,0.72616,9022.0,37.3767014,225.5319977,9022.0,2.0,2.0,1.0,18.9032993,36.3119011,3585.0,3866.0,3394.0,4265.0,3862.7318121800145,3581.969360234183,683.0306397658169,19.068578512942988,7.838214783821478,10.414085351500418,4.600027,778.6844208162655,839.7193782080006,927.1684709676705
81,81,48,201,531500,48201531500,5315.0,Census Tract 5315,G5020,S,1907728,0,29.8369083,-95.476414,2543951.9765625,7838.04938461884,21,23.5536995,30.0,0.958158,1854.0,20.5443001,95.5207977,1854.0,0.0,0.0,4.0,21.4169998,36.5783997,2970.0,10268.0,3022.0,3039.0,2976.0,2970.0,69.0,2.323232323232323,0.20202020202020202,2.1169354838709675,1.907728,1556.8257110028264,1559.9708134492967,1592.9943891372354
82,82,48,201,531600,48201531600,5316.0,Census Tract 5316,G5020,S,2355339,21684,29.838057,-95.4534791,3169817.93359375,7673.22571737933,12,21.9713001,25.0,2.01332,7752.0,38.0335007,256.8429871,7752.0,2.0,2.0,4.0,26.1173,38.9835014,2974.0,3080.0,3653.0,2702.0,3080.0,2974.0,-272.0,-9.145931405514458,3.5642232683254873,-12.272727272727273,2.355339,1262.6632514470316,1307.667388855702,1147.1809365870477
83,83,48,201,531700,48201531700,5317.0,Census Tract 5317,G5020,S,1862676,0,29.8357787,-95.435762,2483815.19921875,6472.24607475683,22,24.0081997,26.0,0.381698,2011.0,15.6012001,65.3814011,2011.0,1.0,1.0,4.0,26.3325996,34.1581001,2923.0,4209.0,4987.0,3954.0,3152.0,2923.0,1031.0,35.2719808416011,7.834416695176189,25.444162436548222,1.862676,1569.2476845141077,1692.1890870983466,2122.7524271531925
84,84,48,201,531800,48201531800,5318.0,Census Tract 5318,G5020,S,3256801,0,29.8534594,-95.4363437,4344374.12109375,9102.30777053846,22,25.2292004,28.0,0.59982,7568.0,34.5293999,172.7920074,7568.0,0.0,0.0,4.0,19.0886993,33.2733994,2260.0,2037.0,2909.0,2740.0,2037.0,2260.0,480.0,21.238938053097346,-9.867256637168142,34.51153657339224,3.256801,693.9324815977396,625.4603827498211,841.3163714946047
85,85,48,201,531900,48201531900,5319.0,Census Tract 5319,G5020,S,4333916,23590,29.8529494,-95.4499189,5812602.546875,10587.0891799475,14,23.9078007,27.0,1.92685,10810.0,42.4849014,319.7479858,10810.0,2.0,2.0,16.0,19.4503994,26.4848003,4640.0,7190.0,3882.0,5581.0,4550.0,4640.0,941.0,20.280172413793103,-1.9396551724137931,22.65934065934066,4.333916,1070.6252728479278,1049.8588343659637,1287.7499240871302
86,86,48,201,510100,48201510100,5101.0,Census Tract 5101,G5020,S,1446882,5862,29.7693835,-95.3710269,1934671.51171875,6073.64191459666,0,13.0502996,17.0,2.1112599,2738.0,26.3945007,117.223999,2738.0,1.0,1.0,1.0,30.9622993,43.5932999,1524.0,9990.0,3496.0,2570.0,2437.695311938445,1481.2789694554185,1088.7210305445815,73.49871651420543,64.56692913385828,5.427449747866444,1.446882,1023.7731684100145,1684.792064548764,1776.2333072081897
87,87,48,201,510400,48201510400,5104.0,Census Tract 5104,G5020,S,1478593,7485,29.784318,-95.3924239,1979600.9296875,5745.81244055049,2,15.8620996,18.0,2.05916,3409.0,27.7803993,137.3070068,3409.0,0.0,0.0,4.0,16.8908005,35.3881989,4322.0,8163.0,2803.0,3634.0,3531.0,4322.0,-688.0,-15.918556223970384,-18.30171217029153,2.9170206740300197,1.478593,2923.0491419883633,2388.081101425477,2457.7419208666615
88,88,48,201,510500,48201510500,5105.0,Census Tract 5105,G5020,S,1744141,16034,29.7842247,-95.4037969,2344725.765625,6185.31748161557,3,16.0177002,21.0,2.6278701,2448.0,26.2182999,128.5189972,2448.0,2.0,2.0,4.0,17.3892002,30.0156002,2683.0,4942.0,1717.0,4129.0,3212.0,2683.0,1446.0,53.8948937756243,19.716734998136413,28.549190535491903,1.744141,1538.2930623154894,1841.594228906952,2367.354474208221
89,89,48,201,532600,48201532600,5326.0,Census Tract 5326,G5020,S,2675692,2087,29.8916191,-95.4892092,3574707.01171875,8055.90278303595,23,27.7287998,31.0,1.36936,3441.0,32.2770996,163.223999,3441.0,0.0,0.0,4.0,20.5011005,36.1621017,5554.0,6104.0,1953.0,7008.0,6699.0,5554.0,1454.0,26.17933021245949,20.615772416276556,4.612628750559785,2.675692,2075.724709719953,2503.6513918642354,2619.1355357791554
90,90,48,201,530900,48201530900,5309.0,Census Tract 5309,G5020,S,2001026,0,29.8359653,-95.4201472,2668316.34375,6764.32986715246,22,23.6431999,25.0,0.515363,2594.0,18.4234009,97.2748032,2594.0,0.0,0.0,1.0,28.7098007,43.4044991,4548.0,6935.0,5181.0,4024.0,4431.0,4548.0,-524.0,-11.521547933157432,-2.5725593667546174,-9.185285488603025,2.001026,2272.8340361394603,2214.364031251968,2010.9683732245358
91,91,48,201,531100,48201531100,5311.0,Census Tract 5311,G5020,S,1651094,302,29.8245117,-95.4376743,2201610.3359375,6338.53611766021,19,22.5109997,24.0,0.809652,2730.0,36.844101,186.4450073,2730.0,0.0,0.0,4.0,13.6931,21.2352009,3035.0,2610.0,2332.0,3509.0,2655.0,3035.0,474.0,15.617792421746293,-12.520593080724876,32.165725047080976,1.651094,1838.1751735515966,1608.024739960293,2125.2575565049597
92,92,48,201,531300,48201531300,5313.0,Census Tract 5313,G5020,S,1540730,6628,29.8231943,-95.463003,2062832.36328125,8323.98447160771,10,21.1812992,27.0,1.68528,12799.0,30.3374004,388.0650024,12799.0,1.0,2.0,64.0,46.1657982,45.347599,5015.0,6707.0,3924.0,4900.0,5975.0,5015.0,-115.0,-2.293120638085743,19.14257228315055,-17.99163179916318,1.54073,3254.9505753766075,3878.031842048899,3180.3106319731555
93,93,48,201,531400,48201531400,5314.0,Census Tract 5314,G5020,S,1065180,0,29.8302031,-95.4709951,1420230.59375,6393.85672594591,15,21.2656994,28.0,1.21235,4060.0,47.6707001,248.4199982,4060.0,1.0,2.0,4.0,12.4533005,24.8502998,2132.0,3844.0,4459.0,2147.0,1988.0,2132.0,15.0,0.7035647279549718,-6.75422138836773,7.997987927565392,1.06518,2001.5396458814473,1866.351227022663,2015.621772845904
94,94,48,201,532400,48201532400,5324.0,Census Tract 5324,G5020,S,4650789,37967,29.8697003,-95.5046102,6256738.04296875,15081.8624422785,19,25.8360004,29.0,1.51474,6102.0,29.6364002,185.5910034,6102.0,1.0,2.0,64.0,40.8998985,50.5508003,5250.0,6602.0,3816.0,6075.0,6602.0,5250.0,825.0,15.714285714285714,25.752380952380953,-7.98242956679794,4.650789,1128.8407192844054,1419.5440816601226,1306.2299751719547
95,95,48,201,452900,48201452900,4529.0,Census Tract 4529,G5020,S,1314494,727,29.6969118,-95.5923358,1748985.71484375,5612.08622468474,19,22.7171001,24.0,0.5621,4890.0,28.6511993,162.1089935,4890.0,0.0,0.0,64.0,33.7706985,39.0531998,3797.0,3986.0,3819.0,5184.0,4436.0,3797.0,1387.0,36.52883855675533,16.82907558598894,16.862037871956716,1.314494,2888.5639645369242,3374.682577478482,3943.722831751229
96,96,48,201,453100,48201453100,4531.0,Census Tract 4531,G5020,S,2215610,4199,29.6999533,-95.5668326,2951921.88671875,6920.05062415192,13,19.2698002,28.0,3.2722001,6142.0,45.8376999,305.9349976,6142.0,1.0,2.0,4.0,51.0971985,74.1673965,3352.0,4563.0,3167.0,3973.0,4563.0,3352.0,621.0,18.526252983293556,36.127684964200476,-12.930089853166777,2.21561,1512.9016388263278,2059.4779767197297,1793.1856238236876
97,97,48,201,530600,48201530600,5306.0,Census Tract 5306,G5020,S,3091521,0,29.8313304,-95.405205,4122088.4609375,10734.5474784741,16,21.0214005,23.0,1.15633,2570.0,23.2964993,100.6930008,2570.0,1.0,1.0,1.0,20.6196995,40.6223984,3121.0,2724.0,4777.0,3125.0,3858.2681878199855,3124.030639765817,0.9693602341831138,0.03102915259037852,23.50289202378657,-19.00511193428209,3.091521,1010.5157428223249,1248.0161667412208,1010.829297294115
98,98,48,201,453300,48201453300,4533.0,Census Tract 4533,G5020,S,2049385,0,29.6641983,-95.5651337,2723542.48046875,7638.120432814589,19,23.2523994,31.0,0.859301,4144.0,25.1233997,160.9429932,4144.0,1.0,1.0,4.0,35.2574005,49.1819992,3539.0,4969.0,2473.0,4423.0,2742.0,3539.0,884.0,24.978807572760665,-22.520486012998024,61.305616338439094,2.049385,1726.8595212710154,1337.9623643190519,2158.2084381411983
99,99,48,201,511600,48201511600,5116.0,Census Tract 5116,G5020,S,1949457,0,29.8030113,-95.3770418,2597844.30859375,7446.555289976469,7,15.9031,26.0,1.50493,5352.0,36.8120003,190.2649994,5352.0,2.0,2.0,1.0,27.6865005,41.0942001,4619.0,4012.0,2769.0,3514.0,4012.0,4619.0,-1105.0,-23.922927040484954,-13.141372591470017,-12.412761714855433,1.949457,2369.377729285642,2058.008973780904,1802.5532237951388
100,100,48,201,520100,48201520100,5201.0,Census Tract 5201,G5020,S,2951370,0,29.7922757,-95.4604356,3932178.3710937514,8223.22063100229,15,20.5046997,27.0,0.713014,6805.0,35.6927986,211.8809967,6805.0,0.0,0.0,4.0,17.7152004,33.2164993,2175.0,4605.0,1948.0,2621.0,2222.0,2175.0,446.0,20.505747126436784,2.160919540229885,17.956795679567957,2.95137,736.9458929243029,752.8707007254259,888.0621541860221
101,101,48,201,453800,48201453800,4538.0,Census Tract 4538,G5020,S,1835937,3066,29.6712054,-95.6089906,2444290.73046875,8609.54273364998,21,25.1389999,27.0,0.819956,5932.0,32.4053993,206.302002,5932.0,1.0,1.0,4.0,35.9970016,53.1043015,4069.0,3724.0,3062.0,3950.0,3724.0,4069.0,-119.0,-2.924551486851806,-8.478741705578766,6.0687432867884,1.835937,2216.306986568711,2028.392041774854,2151.4899476398155
102,102,48,201,454000,48201454000,4540.0,Census Tract 4540,G5020,S,2085454,4842,29.6946956,-95.6510084,2779659.35546875,7780.6815136655,23,26.8502998,29.0,0.764602,1481.0,19.3351994,85.5671997,1481.0,1.0,1.0,64.0,37.8660011,42.9772987,4823.0,3081.0,4225.0,4924.0,5084.0,4823.0,101.0,2.094132282811528,5.411569562512959,-3.147128245476003,2.085454,2312.685870798397,2437.8384754590606,2361.116572218807
103,103,48,201,520200,48201520200,5202.0,Census Tract 5202,G5020,S,1882350,0,29.789358,-95.476561,2507754.6796875,6431.21803303588,19,20.6000004,27.0,0.692692,3251.0,35.1389999,187.6869965,3251.0,0.0,0.0,16.0,23.5762997,33.4892006,3212.0,3918.0,7109.0,2884.0,3918.0,3212.0,-328.0,-10.211706102117061,21.980074719800747,-26.391015824400206,1.88235,1706.3776662151035,2081.4407522511756,1532.1273939490532
104,104,48,201,520700,48201520700,5207.0,Census Tract 5207,G5020,S,1967009,0,29.7993191,-95.4967336,2621057.1796875,7475.49280781694,16,21.9400997,24.0,1.05286,13813.0,72.3363037,535.6079712,13813.0,0.0,0.0,4.0,13.2234001,25.6147995,4042.0,3803.0,3761.0,4733.0,4226.072322623794,4042.067154550635,690.9328454493648,17.09355186421135,4.552254107554905,11.99524377901501,1.967009,2054.930686413044,2148.476352992688,2406.191329068652
105,105,48,201,454100,48201454100,4541.0,Census Tract 4541,G5020,S,1732675,6693,29.7046309,-95.6531591,2313425.87109375,6501.42000629783,20,25.5681,33.0,0.799934,5002.0,60.8656998,321.0379944,5002.0,1.0,1.0,64.0,32.2392998,38.4688988,3328.0,1819.0,3826.0,3552.0,3803.0,3328.0,224.0,6.730769230769231,14.272836538461538,-6.6000525900604785,1.732675,1920.7295078419208,2194.872090842195,2050.00937856205
106,106,48,201,454200,48201454200,4542.0,Census Tract 4542,G5020,S,1462709,0,29.7051834,-95.6694725,1945445.25390625,6702.529404163,23,27.5147991,34.0,1.00133,2787.0,19.9389,100.5169983,2787.0,1.0,1.0,4.0,33.7084007,54.0654984,4509.0,4149.0,5788.0,4347.0,4478.0,4509.0,-162.0,-3.592814371257485,-0.6875138611665558,-2.925413130861992,1.462709,3082.6363958928264,3061.442843381698,2971.882992447575
107,107,48,201,521000,48201521000,5210.0,Census Tract 5210,G5020,S,1178552,0,29.7943621,-95.5176361,1570275.89453125,6800.78782190908,20,23.4265995,31.0,0.857334,4967.0,31.7481003,158.6880035,4967.0,1.0,1.0,4.0,20.0977001,37.1365013,2611.0,9382.0,7816.0,2436.0,1845.030144497809,2632.2523416362583,-196.25234163625828,-7.4556811492572965,-29.906790647932212,32.030363149597456,1.178552,2233.4630475670638,1565.5059297322553,2066.9431641539786
108,108,48,201,521100,48201521100,5211.0,Census Tract 5211,G5020,S,597859,0,29.8017669,-95.5197006,796690.3632812499,4284.72471019504,21,24.8167,26.0,0.5931,2870.0,22.7691994,109.0130005,2870.0,0.0,0.0,1.0,40.5214005,48.4304008,2402.0,8194.0,1571.0,2310.0,2302.0,2402.0,-92.0,-3.8301415487094084,-4.163197335553705,0.3475238922675934,0.597859,4017.669718110792,3850.4061994550552,3863.7872809475143
